Soil Moisture,temperature,Humidity,ph,rainfall,N,P,K
56,43,73.05,,,,,
52,32,72.57,,,,,
86,26,72.1,,,,,
13,5,72.89,,,,,
82,4,73.68,,,,,
34,10,74.14,,,,,
5,9,74.59,,,,,
80,33,75.24,,,,,
86,1,75.88,,,,,
8,29,76.39,,,,,
59,40,76.9,,,,,
83,23,77.72,,,,,
50,18,78.53,,,,,
85,18,79,,,,,
52,18,79.47,,,,,
36,16,80.26,,,,,
68,43,81.06,,,,,
49,6,81.84,,,,,
9,15,82.62,,,,,
9,8,83.75,,,,,
67,22,84.88,,,,,
33,26,86.18,,,,,
15,21,87.47,,,,,
73,15,88.7,,,,,
79,12,89.94,,,,,
51,32,90.9,,,,,
53,24,91.86,,,,,
59,45,92.76,,,,,
76,1,93.65,,,,,
67,10,94.42,,,,,
33,37,95.19,,,,,
61,2,95.59,,,,,
34,13,95.99,,,,,
8,14,96,,,,,
78,13,96,,,,,
87,41,96,,,,,
40,18,96,,,,,
9,16,96,,,,,
49,37,96,,,,,
5,12,96,,,,,
69,15,96,,,,,
12,37,96,,,,,
29,31,96,,,,,
11,34,96,,,,,
54,9,96,,,,,
27,43,96,,,,,
25,42,96,,,,,
6,0,96,,,,,
32,4,96,,,,,
87,32,96,,,,,
28,39,96,,,,,
85,7,96,,,,,
33,15,96,,,,,
57,33,96,,,,,
65,26,96,,,,,
62,16,96,,,,,
1,34,96,,,,,
88,4,96,,,,,
41,3,96,,,,,
51,38,96,,,,,
89,31,96,,,,,
70,40,96,,,,,
1,23,96,,,,,
52,36,96,,,,,
76,29,96,,,,,
41,33,96,,,,,
22,31,96,,,,,
88,22,96,,,,,
4,41,96,,,,,
21,16,96,,,,,
39,17,96,,,,,
30,27,96,,,,,
56,35,96,,,,,
17,4,96,,,,,
57,37,96,,,,,
22,9,96,,,,,
19,2,96,,,,,
83,38,96,,,,,
83,45,96,,,,,
78,40,96,,,,,
22,6,96,,,,,
2,13,96,,,,,
29,7,96,,,,,
3,14,96,,,,,
70,8,96,,,,,
67,25,96,,,,,
21,6,96,,,,,
43,9,96,,,,,
41,14,96,,,,,
63,35,96,,,,,
45,16,96,,,,,
17,17,96,,,,,
67,16,96,,,,,
40,14,96,,,,,
14,17,96,,,,,
44,21,96,,,,,
7,30,96,,,,,
62,20,96,,,,,
20,41,96,,,,,
42,21,96,,,,,
88,19,96,,,,,
79,1,96,,,,,
32,22,96,,,,,
6,39,96,,,,,
25,13,96,,,,,
19,10,96,,,,,
66,6,96,,,,,
6,6,96,,,,,
44,45,96,,,,,
20,15,96,,,,,
45,20,96,,,,,
22,42,96,,,,,
45,43,96,,,,,
8,23,96,,,,,
27,38,96,,,,,
36,12,96,,,,,
74,9,96,,,,,
16,34,96,,,,,
26,30,96,,,,,
24,41,96,,,,,
89,4,96,,,,,
85,32,96,,,,,
20,9,96,,,,,
69,41,96,,,,,
32,8,96,,,,,
76,19,96,,,,,
40,6,96,,,,,
46,20,96,,,,,
29,9,96,,,,,
77,15,96,,,,,
87,25,96,,,,,
9,19,96,,,,,
19,36,96,,,,,
3,6,96,,,,,
51,2,96,,,,,
81,32,96,,,,,
8,44,96,,,,,
40,38,96,,,,,
32,18,96,,,,,
21,38,96,,,,,
48,41,96,,,,,
19,13,96,,,,,
32,3,96,,,,,
20,16,96,,,,,
25,10,96,,,,,
43,13,96,,,,,
4,1,96,,,,,
29,16,96,,,,,
74,18,96,,,,,
31,4,96,,,,,
88,43,96,,,,,
51,0,96,,,,,
60,23,96,,,,,
44,3,96,,,,,
54,10,96,,,,,
19,19,96,,,,,
6,39,96,,,,,
11,32,96,,,,,
15,9,96,,,,,
17,36,96,,,,,
55,10,96,,,,,
11,37,96,,,,,
75,1,96,,,,,
58,44,96,,,,,
80,4,96,,,,,
49,26,96,,,,,
83,37,96,,,,,
21,42,96,,,,,
11,27,96,,,,,
33,9,96,,,,,
71,23,96,,,,,
38,6,96,,,,,
87,39,95.5,,,,,
19,7,94.99,,,,,
79,41,94.03,,,,,
8,18,93.07,,,,,
9,30,91.58,,,,,
83,18,90.09,,,,,
33,13,89.09,,,,,
44,43,88.09,,,,,
13,10,86.81,,,,,
77,45,85.53,,,,,
58,37,84.26,,,,,
18,36,83,,,,,
74,40,82.06,,,,,
14,26,81.11,,,,,
64,41,80.31,,,,,
23,15,79.5,,,,,
12,12,77.88,,,,,
31,43,76.27,,,,,
48,23,74.04,,,,,
48,22,71.82,,,,,
90,7,71.51,,,,,
33,34,71.2,,,,,
82,1,68.9,,,,,
89,13,66.59,,,,,
68,1,65.06,,,,,
32,43,63.54,,,,,
56,42,62.02,,,,,
12,15,60.49,,,,,
82,35,59.12,,,,,
20,23,57.75,,,,,
35,44,56.24,,,,,
19,1,54.72,,,,,
18,18,55.62,,,,,
6,33,56.53,,,,,
62,33,55.84,,,,,
11,4,55.14,,,,,
20,12,54.11,,,,,
27,0,53.08,,,,,
36,44,53.12,,,,,
12,26,53.17,,,,,
24,18,52.12,,,,,
85,16,51.08,,,,,
25,41,51.23,,,,,
79,4,51.38,,,,,
77,45,51.14,,,,,
40,44,50.91,,,,,
38,6,50.15,,,,,
45,22,49.39,,,,,
62,22,50.16,,,,,
31,32,50.94,,,,,
78,34,50.78,,,,,
65,44,50.63,,,,,
2,42,50.53,,,,,
64,21,50.43,,,,,
35,10,50.34,,,,,
57,6,50.26,,,,,
18,41,50.84,,,,,
9,24,51.43,,,,,
68,29,50.82,,,,,
34,13,50.2,,,,,
49,44,50.5,,,,,
31,12,50.81,,,,,
25,31,50.94,,,,,
42,39,51.06,,,,,
38,35,50.14,,,,,
45,5,49.23,,,,,
49,15,49.58,,,,,
60,45,49.94,,,,,
58,11,49.45,,,,,
49,8,48.96,,,,,
88,34,49.18,,,,,
17,20,49.41,,,,,
46,6,49.63,,,,,
75,16,49.9,,,,,
14,14,50.16,,,,,
72,26,50.48,,,,,
9,37,50.8,,,,,
39,14,51.12,,,,,
17,8,51.44,,,,,
39,22,52.74,,,,,
88,42,54.04,,,,,
33,27,54.62,,,,,
20,18,55.19,,,,,
76,0,55.73,,,,,
37,10,56.27,,,,,
31,24,56.72,,,,,
27,9,57.18,,,,,
61,10,58.42,,,,,
81,13,59.65,,,,,
29,6,60.28,,,,,
5,25,60.9,,,,,
18,25,61.5,,,,,
1,4,62.1,,,,,
58,35,61.98,,,,,
34,5,61.85,,,,,
69,24,63.12,,,,,
45,41,64.39,,,,,
21,13,64.8,,,,,
8,3,65.2,,,,,
66,10,66.02,,,,,
11,44,66.84,,,,,
47,19,66.3,,,,,
35,37,65.76,,,,,
24,24,65.8,,,,,
11,21,65.83,,,,,
14,44,65.76,,,,,
30,41,65.7,,,,,
74,36,66.47,,,,,
2,0,67.25,,,,,
65,41,67.96,,,,,
50,0,68.68,,,,,
4,34,68.9,,,,,
49,22,69.11,,,,,
3,23,69.88,,,,,
81,13,70.64,,,,,
71,32,71.09,,,,,
16,23,71.53,,,,,
26,43,72.28,,,,,
40,45,73.02,,,,,
37,18,73.63,,,,,
56,30,74.24,,,,,
1,32,74.34,,,,,
44,5,74.45,,,,,
27,0,75.06,,,,,
30,11,75.66,,,,,
81,36,76.3,,,,,
13,28,76.93,,,,,
90,40,77.66,,,,,
60,45,78.38,,,,,
3,14,79.11,,,,,
76,21,79.84,,,,,
1,14,80.72,,,,,
4,7,81.61,,,,,
5,20,82.43,,,,,
2,30,83.25,,,,,
55,39,84.04,,,,,
7,23,84.83,,,,,
7,4,85.85,,,,,
77,21,86.88,,,,,
22,41,87.89,,,,,
52,20,88.9,,,,,
10,12,89.84,,,,,
56,7,90.79,,,,,
69,29,91.65,,,,,
16,16,92.5,,,,,
8,44,93.19,,,,,
39,28,93.88,,,,,
71,5,94.44,,,,,
35,37,94.99,,,,,
78,45,95.44,,,,,
32,28,95.89,,,,,
88,35,95.94,,,,,
82,24,96,,,,,
39,24,96,,,,,
62,3,96,,,,,
51,25,96,,,,,
83,24,96,,,,,
18,21,96,,,,,
29,38,96,,,,,
87,2,96,,,,,
22,13,96,,,,,
44,39,96,,,,,
39,13,96,,,,,
61,2,96,,,,,
53,12,96,,,,,
88,7,96,,,,,
62,43,96,,,,,
63,3,96,,,,,
34,26,96,,,,,
69,25,96,,,,,
34,29,96,,,,,
31,7,96,,,,,
68,37,96,,,,,
73,28,96,,,,,
53,30,96,,,,,
52,12,96,,,,,
77,22,96,,,,,
12,25,96,,,,,
50,12,96,,,,,
46,43,96,,,,,
6,14,96,,,,,
53,25,96,,,,,
44,11,96,,,,,
7,7,96,,,,,
57,8,96,,,,,
1,27,96,,,,,
32,10,96,,,,,
66,18,96,,,,,
33,41,96,,,,,
89,20,96,,,,,
78,39,96,,,,,
63,1,96,,,,,
4,32,96,,,,,
39,13,96,,,,,
15,14,96,,,,,
69,12,96,,,,,
56,9,96,,,,,
82,0,96,,,,,
66,17,96,,,,,
74,22,96,,,,,
55,4,96,,,,,
35,43,96,,,,,
57,39,96,,,,,
3,9,96,,,,,
19,43,95.98,,,,,
78,9,95.97,,,,,
84,45,95.86,,,,,
53,8,95.76,,,,,
63,23,95.69,,,,,
40,3,95.62,,,,,
29,36,95.52,,,,,
26,12,95.43,,,,,
17,39,95.4,,,,,
21,38,95.36,,,,,
83,20,95.32,,,,,
64,15,95.29,,,,,
14,8,95.25,,,,,
27,27,95.21,,,,,
53,29,95.16,,,,,
38,20,95.1,,,,,
80,35,95.13,,,,,
30,25,95.16,,,,,
74,14,95.18,,,,,
76,11,95.2,,,,,
26,7,95.2,,,,,
60,38,95.2,,,,,
21,1,95.2,,,,,
89,11,95.1,,,,,
56,26,95,,,,,
8,24,94.96,,,,,
3,30,94.93,,,,,
30,21,95.04,,,,,
47,23,95.14,,,,,
30,3,95.18,,,,,
13,12,95.22,,,,,
12,41,95.12,,,,,
86,38,95.01,,,,,
35,8,94.9,,,,,
89,13,94.79,,,,,
47,2,94.73,,,,,
56,1,94.67,,,,,
13,33,94.61,,,,,
63,13,94.55,,,,,
70,25,94.42,,,,,
58,44,94.29,,,,,
36,2,94.22,,,,,
27,27,94.16,,,,,
65,13,94.18,,,,,
88,31,94.19,,,,,
41,41,94.02,,,,,
24,6,93.85,,,,,
28,2,93.71,,,,,
51,10,93.57,,,,,
4,25,93.46,,,,,
39,16,93.36,,,,,
17,27,93.38,,,,,
62,23,93.41,,,,,
52,35,93.32,,,,,
19,14,93.24,,,,,
50,22,93.28,,,,,
17,21,93.33,,,,,
10,30,93.29,,,,,
48,39,93.25,,,,,
31,3,93.22,,,,,
76,3,93.19,,,,,
72,9,93.11,,,,,
36,20,93.03,,,,,
57,12,92.98,,,,,
82,25,92.94,,,,,
66,42,92.94,,,,,
28,8,92.94,,,,,
74,33,93.02,,,,,
71,39,93.11,,,,,
86,25,92.97,,,,,
76,15,92.83,,,,,
47,33,92.61,,,,,
33,7,92.39,,,,,
19,16,92.22,,,,,
28,5,92.06,,,,,
2,3,91.87,,,,,
37,39,91.68,,,,,
20,19,91.49,,,,,
15,14,91.34,,,,,
70,26,91.2,,,,,
42,3,90.85,,,,,
17,24,90.5,,,,,
20,4,89.95,,,,,
67,3,89.4,,,,,
32,19,89.12,,,,,
60,21,88.83,,,,,
69,3,88.33,,,,,
66,1,87.83,,,,,
72,4,87.32,,,,,
39,5,86.8,,,,,
57,20,86.46,,,,,
34,27,86.13,,,,,
17,43,85.91,,,,,
18,16,85.69,,,,,
1,40,85.22,,,,,
72,33,84.75,,,,,
12,24,83.93,,,,,
77,34,83.11,,,,,
67,27,82.72,,,,,
54,15,82.33,,,,,
9,35,81.3,,,,,
2,27,80.27,,,,,
11,17,78.86,,,,,
19,44,77.45,,,,,
26,34,76.7,,,,,
30,5,75.95,,,,,
54,6,73.88,,,,,
90,26,71.82,,,,,
21,40,70.41,,,,,
81,42,69,,,,,
90,35,68.13,,,,,
41,25,67.27,,,,,
33,36,66.11,,,,,
21,19,64.96,,,,,
50,43,62.9,,,,,
64,31,60.83,,,,,
32,26,59.76,,,,,
55,43,58.68,,,,,
51,10,58.36,,,,,
65,41,58.03,,,,,
11,32,55.9,,,,,
4,41,53.77,,,,,
15,5,53.67,,,,,
39,11,53.57,,,,,
33,11,53.01,,,,,
36,33,52.45,,,,,
84,8,51.86,,,,,
58,42,51.26,,,,,
56,30,50.28,,,,,
78,15,49.31,,,,,
39,44,49.36,,,,,
9,30,49.42,,,,,
10,22,49.04,,,,,
18,43,48.67,,,,,
86,41,48.14,,,,,
90,18,47.61,,,,,
14,42,47.84,,,,,
16,12,48.07,,,,,
66,34,47.36,,,,,
63,35,46.64,,,,,
68,4,47.41,,,,,
89,42,48.18,,,,,
4,28,48.07,,,,,
70,41,47.96,,,,,
21,38,47.47,,,,,
29,5,46.98,,,,,
41,19,46.74,,,,,
10,0,46.5,,,,,
41,33,46.1,,,,,
53,44,45.71,,,,,
72,6,45.64,,,,,
16,19,45.58,,,,,
61,15,45.13,,,,,
7,22,44.68,,,,,
65,6,44.16,,,,,
55,36,43.64,,,,,
52,12,43.77,,,,,
15,33,43.9,,,,,
11,30,43.95,,,,,
81,41,44,,,,,
14,44,44.04,,,,,
52,0,44.09,,,,,
10,11,44.89,,,,,
66,45,45.68,,,,,
24,18,47.8,,,,,
8,45,49.93,,,,,
59,44,50.6,,,,,
17,11,51.28,,,,,
24,45,51.4,,,,,
12,19,51.52,,,,,
68,45,51.33,,,,,
12,43,51.14,,,,,
71,44,51.56,,,,,
60,29,51.97,,,,,
88,3,53.04,,,,,
34,11,54.11,,,,,
57,1,55.1,,,,,
90,30,56.08,,,,,
41,10,56.6,,,,,
39,18,57.13,,,,,
45,44,58.12,,,,,
64,38,59.1,,,,,
11,39,59.86,,,,,
36,18,60.61,,,,,
30,7,60.66,,,,,
88,6,60.7,,,,,
46,0,61.39,,,,,
84,31,62.08,,,,,
63,28,62.13,,,,,
68,41,62.18,,,,,
25,3,63.04,,,,,
10,18,63.9,,,,,
45,19,64.67,,,,,
16,30,65.44,,,,,
68,28,65.68,,,,,
9,7,65.91,,,,,
75,22,66.32,,,,,
87,7,66.73,,,,,
2,42,66.96,,,,,
58,20,67.19,,,,,
20,30,67.56,,,,,
67,36,67.94,,,,,
49,34,68.88,,,,,
16,27,69.82,,,,,
81,42,70.61,,,,,
86,26,71.41,,,,,
89,8,72.09,,,,,
24,8,72.77,,,,,
36,25,73.46,,,,,
80,38,74.14,,,,,
83,25,74.74,,,,,
38,41,75.33,,,,,
80,32,75.96,,,,,
88,26,76.6,,,,,
3,18,77.59,,,,,
24,13,78.58,,,,,
37,8,79.59,,,,,
72,35,80.59,,,,,
61,5,81.36,,,,,
54,30,82.13,,,,,
14,28,83.08,,,,,
5,25,84.03,,,,,
1,27,85.12,,,,,
85,21,86.21,,,,,
34,14,87.2,,,,,
32,7,88.2,,,,,
30,33,88.76,,,,,
40,12,89.32,,,,,
5,35,89.88,,,,,
81,25,90.65,,,,,
36,26,91.42,,,,,
88,24,91.93,,,,,
26,39,92.43,,,,,
41,33,92.76,,,,,
25,1,93.08,,,,,
85,39,93.18,,,,,
59,14,93.27,,,,,
77,26,93.6,,,,,
7,18,93.93,,,,,
73,4,94.2,,,,,
69,26,94.47,,,,,
62,8,94.54,,,,,
15,28,94.61,,,,,
9,37,94.8,,,,,
29,42,94.98,,,,,
47,16,95.29,,,,,
46,13,95.6,,,,,
77,6,95.68,,,,,
15,45,95.75,,,,,
39,38,95.77,,,,,
27,32,95.79,,,,,
16,5,95.9,,,,,
24,33,96,,,,,
7,9,96,,,,,
25,21,96,,,,,
69,39,96,,,,,
12,15,96,,,,,
48,16,96,,,,,
2,2,96,,,,,
45,26,96,,,,,
13,12,96,,,,,
53,16,96,,,,,
62,29,96,,,,,
28,1,96,,,,,
47,17,96,,,,,
18,42,96,,,,,
52,23,96,,,,,
68,40,96,,,,,
63,2,96,,,,,
38,12,96,,,,,
90,13,96,,,,,
61,14,96,,,,,
32,42,96,,,,,
80,12,96,,,,,
44,14,96,,,,,
74,31,96,,,,,
85,5,96,,,,,
29,39,96,,,,,
44,3,96,,,,,
9,29,96,,,,,
11,2,96,,,,,
18,1,96,,,,,
24,34,96,,,,,
78,35,96,,,,,
55,43,96,,,,,
90,43,96,,,,,
67,22,96,,,,,
44,45,96,,,,,
1,24,96,,,,,
48,9,96,,,,,
78,40,96,,,,,
56,4,96,,,,,
11,31,96,,,,,
19,7,96,,,,,
11,8,96,,,,,
59,11,96,,,,,
62,2,96,,,,,
56,41,96,,,,,
48,14,96,,,,,
89,27,96,,,,,
30,31,96,,,,,
58,5,96,,,,,
30,37,96,,,,,
51,19,96,,,,,
43,27,96,,,,,
79,42,96,,,,,
63,8,96,,,,,
2,43,96,,,,,
85,29,96,,,,,
18,2,96,,,,,
78,39,96,,,,,
46,28,96,,,,,
37,9,96,,,,,
82,24,96,,,,,
23,9,96,,,,,
46,16,96,,,,,
69,30,96,,,,,
34,42,96,,,,,
23,33,96,,,,,
8,12,96,,,,,
39,23,96,,,,,
32,33,96,,,,,
2,10,96,,,,,
31,14,96,,,,,
57,6,96,,,,,
59,6,96,,,,,
45,26,96,,,,,
51,23,96,,,,,
21,4,96,,,,,
54,36,96,,,,,
47,35,96,,,,,
67,14,96,,,,,
12,24,96,,,,,
74,41,96,,,,,
11,28,96,,,,,
4,9,96,,,,,
81,31,96,,,,,
65,5,96,,,,,
14,31,96,,,,,
57,13,96,,,,,
2,10,96,,,,,
2,42,96,,,,,
75,32,96,,,,,
70,7,96,,,,,
30,32,96,,,,,
1,32,96,,,,,
19,11,96,,,,,
19,29,96,,,,,
55,2,96,,,,,
66,3,96,,,,,
51,27,96,,,,,
45,35,96,,,,,
78,21,96,,,,,
9,37,96,,,,,
67,25,96,,,,,
9,7,96,,,,,
10,43,96,,,,,
85,32,96,,,,,
74,7,96,,,,,
83,27,96,,,,,
67,32,96,,,,,
82,35,96,,,,,
18,43,96,,,,,
21,41,96,,,,,
15,38,96,,,,,
61,37,96,,,,,
33,16,96,,,,,
75,6,96,,,,,
82,22,96,,,,,
63,11,96,,,,,
64,43,96,,,,,
61,22,96,,,,,
77,18,96,,,,,
32,5,96,,,,,
31,40,96,,,,,
3,16,96,,,,,
20,38,96,,,,,
42,43,96,,,,,
85,18,96,,,,,
36,11,96,,,,,
36,20,96,,,,,
4,41,92.96,,,,,
28,9,89.93,,,,,
45,35,86.89,,,,,
84,22,82.24,,,,,
68,43,77.6,,,,,
16,27,76.97,,,,,
53,28,76.34,,,,,
88,24,73.86,,,,,
66,10,71.37,,,,,
46,29,70.31,,,,,
47,30,69.25,,,,,
8,26,67.03,,,,,
81,36,64.81,,,,,
39,19,64.61,,,,,
24,6,64.41,,,,,
86,8,65.11,,,,,
49,30,65.81,,,,,
21,18,63.84,,,,,
76,38,61.87,,,,,
73,17,61.18,,,,,
19,17,60.48,,,,,
65,4,59.08,,,,,
78,30,57.67,,,,,
42,27,57.76,,,,,
18,8,57.84,,,,,
86,13,55.23,,,,,
23,11,52.62,,,,,
33,20,52.38,,,,,
75,23,52.15,,,,,
58,17,51.62,,,,,
60,19,51.09,,,,,
60,6,51.12,,,,,
64,23,51.16,,,,,
19,22,49.75,,,,,
14,36,48.34,,,,,
25,43,47.6,,,,,
8,38,46.85,,,,,
74,8,47.39,,,,,
20,34,47.93,,,,,
75,25,47.24,,,,,
52,20,46.56,,,,,
54,3,47.57,,,,,
38,9,48.58,,,,,
6,27,49.6,,,,,
7,25,50.61,,,,,
63,6,48.4,,,,,
2,40,46.19,,,,,
13,33,46.06,,,,,
7,32,45.94,,,,,
68,23,45.38,,,,,
44,18,44.83,,,,,
35,8,44.96,,,,,
50,10,45.09,,,,,
15,42,45.76,,,,,
18,28,46.43,,,,,
46,11,46.6,,,,,
26,25,46.77,,,,,
20,2,46.98,,,,,
38,44,47.2,,,,,
1,37,46.95,,,,,
8,31,46.7,,,,,
79,21,46.96,,,,,
16,29,47.22,,,,,
53,44,47.72,,,,,
27,7,48.22,,,,,
88,41,48.44,,,,,
58,40,48.65,,,,,
4,34,48.72,,,,,
20,11,48.8,,,,,
66,17,49.12,,,,,
61,17,49.44,,,,,
72,23,50.1,,,,,
3,8,50.76,,,,,
39,28,52.08,,,,,
55,22,53.4,,,,,
23,25,54.95,,,,,
30,40,56.5,,,,,
36,24,57.26,,,,,
87,25,58.01,,,,,
57,45,58.08,,,,,
15,17,58.14,,,,,
85,24,59.17,,,,,
83,8,60.2,,,,,
42,27,60.42,,,,,
68,0,60.65,,,,,
57,42,59.87,,,,,
8,7,59.09,,,,,
30,20,59.64,,,,,
15,8,60.2,,,,,
81,17,59.74,,,,,
4,12,59.27,,,,,
33,18,59.08,,,,,
5,17,58.89,,,,,
57,33,59.23,,,,,
74,42,59.57,,,,,
23,24,59.92,,,,,
68,20,60.28,,,,,
6,26,61.54,,,,,
87,28,62.8,,,,,
56,10,63.3,,,,,
43,40,63.79,,,,,
58,18,64.57,,,,,
49,15,65.35,,,,,
44,43,65.6,,,,,
33,42,65.84,,,,,
34,23,66.65,,,,,
37,45,67.45,,,,,
27,18,68.25,,,,,
85,9,69.05,,,,,
15,20,70.07,,,,,
40,38,71.1,,,,,
85,2,71.6,,,,,
2,11,72.11,,,,,
39,38,72.46,,,,,
83,33,72.8,,,,,
58,23,73.78,,,,,
49,20,74.76,,,,,
33,28,75.65,,,,,
54,41,76.54,,,,,
17,40,77.36,,,,,
54,1,78.17,,,,,
33,32,78.9,,,,,
18,45,79.64,,,,,
27,31,80.28,,,,,
41,24,80.93,,,,,
14,7,81.73,,,,,
10,24,82.53,,,,,
21,40,83.4,,,,,
89,17,84.26,,,,,
3,20,85.08,,,,,
7,17,85.9,,,,,
58,40,86.96,,,,,
15,43,88.01,,,,,
79,16,88.88,,,,,
48,24,89.74,,,,,
72,40,90.44,,,,,
2,41,91.15,,,,,
61,10,91.8,,,,,
22,28,92.45,,,,,
1,20,92.9,,,,,
37,38,93.34,,,,,
87,25,93.68,,,,,
31,7,94.02,,,,,
24,32,94.23,,,,,
68,34,94.44,,,,,
35,32,94.63,,,,,
8,1,94.82,,,,,
8,13,95.14,,,,,
38,42,95.46,,,,,
70,33,95.68,,,,,
47,37,95.91,,,,,
35,41,95.96,,,,,
32,7,96,,,,,
7,18,96,,,,,
12,10,96,,,,,
55,29,96,,,,,
47,32,96,,,,,
69,27,96,,,,,
52,29,96,,,,,
21,8,96,,,,,
7,42,96,,,,,
88,27,96,,,,,
24,25,96,,,,,
36,30,96,,,,,
85,22,96,,,,,
24,3,96,,,,,
76,15,96,,,,,
40,27,96,,,,,
12,15,96,,,,,
79,3,96,,,,,
55,32,96,,,,,
52,10,96,,,,,
1,39,96,,,,,
74,29,96,,,,,
4,13,96,,,,,
12,16,96,,,,,
52,17,96,,,,,
41,16,96,,,,,
66,8,96,,,,,
5,11,96,,,,,
13,28,96,,,,,
52,23,96,,,,,
66,14,96,,,,,
29,32,96,,,,,
83,45,96,,,,,
66,29,96,,,,,
65,45,96,,,,,
19,19,96,,,,,
62,36,96,,,,,
24,29,96,,,,,
10,37,96,,,,,
54,21,96,,,,,
68,26,96,,,,,
88,28,96,,,,,
55,7,96,,,,,
37,3,96,,,,,
56,40,96,,,,,
43,39,96,,,,,
60,29,96,,,,,
14,2,96,,,,,
86,2,96,,,,,
41,2,96,,,,,
90,17,96,,,,,
43,29,96,,,,,
84,39,96,,,,,
56,0,96,,,,,
72,20,96,,,,,
85,38,96,,,,,
83,9,96,,,,,
7,30,96,,,,,
49,36,96,,,,,
46,4,96,,,,,
7,36,96,,,,,
88,30,96,,,,,
8,44,96,,,,,
80,40,96,,,,,
17,21,96,,,,,
87,13,96,,,,,
54,31,96,,,,,
11,34,96,,,,,
90,21,96,,,,,
62,26,96,,,,,
7,33,96,,,,,
78,10,96,,,,,
84,16,96,,,,,
66,0,96,,,,,
65,23,96,,,,,
18,20,96,,,,,
23,22,96,,,,,
23,7,96,,,,,
57,13,96,,,,,
11,31,96,,,,,
9,10,96,,,,,
32,23,96,,,,,
34,41,96,,,,,
14,36,96,,,,,
74,5,96,,,,,
79,26,96,,,,,
6,17,96,,,,,
37,23,96,,,,,
31,7,96,,,,,
6,4,96,,,,,
37,33,96,,,,,
1,25,96,,,,,
44,43,96,,,,,
24,2,96,,,,,
36,13,96,,,,,
80,39,96,,,,,
35,26,96,,,,,
46,36,96,,,,,
86,8,96,,,,,
68,8,96,,,,,
12,33,96,,,,,
28,0,96,,,,,
52,22,96,,,,,
31,2,96,,,,,
83,26,96,,,,,
52,38,96,,,,,
16,3,96,,,,,
42,25,96,,,,,
52,6,96,,,,,
49,29,96,,,,,
39,24,96,,,,,
35,24,96,,,,,
29,18,96,,,,,
75,21,96,,,,,
56,8,96,,,,,
82,25,96,,,,,
8,23,96,,,,,
37,25,96,,,,,
58,16,96,,,,,
78,17,96,,,,,
36,1,96,,,,,
61,2,96,,,,,
90,15,96,,,,,
29,35,96,,,,,
4,30,96,,,,,
59,41,96,,,,,
81,15,96,,,,,
79,18,96,,,,,
23,10,96,,,,,
72,14,96,,,,,
65,6,96,,,,,
39,45,96,,,,,
89,39,96,,,,,
30,38,96,,,,,
66,5,94.48,,,,,
34,11,92.97,,,,,
11,3,91.45,,,,,
48,11,89.94,,,,,
65,13,88.42,,,,,
58,37,86.9,,,,,
74,43,85.39,,,,,
73,21,83.87,,,,,
68,16,82.36,,,,,
73,30,80.84,,,,,
73,40,79.33,,,,,
35,35,77.81,,,,,
30,15,75.5,,,,,
74,9,73.2,,,,,
72,35,70.9,,,,,
52,10,68.59,,,,,
42,10,65.66,,,,,
19,18,62.72,,,,,
64,6,62.7,,,,,
22,33,62.69,,,,,
66,41,60.08,,,,,
69,42,57.48,,,,,
51,28,57.44,,,,,
50,17,57.39,,,,,
22,4,56.82,,,,,
84,24,56.25,,,,,
2,0,54.73,,,,,
12,17,53.21,,,,,
50,37,52.66,,,,,
57,31,52.12,,,,,
38,29,52.45,,,,,
31,32,52.78,,,,,
47,5,51.7,,,,,
24,16,50.61,,,,,
2,45,50.49,,,,,
57,12,50.37,,,,,
41,3,49.66,,,,,
76,14,48.96,,,,,
19,30,48.59,,,,,
27,25,48.22,,,,,
73,17,48.55,,,,,
61,10,48.88,,,,,
9,27,48.94,,,,,
9,15,49,,,,,
50,16,48.35,,,,,
19,43,47.7,,,,,
45,12,47.96,,,,,
24,35,48.22,,,,,
70,6,48.15,,,,,
56,31,48.08,,,,,
35,26,47.35,,,,,
59,36,46.62,,,,,
48,21,47.14,,,,,
77,15,47.66,,,,,
61,30,47.54,,,,,
28,17,47.42,,,,,
18,10,46.52,,,,,
42,22,45.62,,,,,
24,33,44.72,,,,,
37,5,43.81,,,,,
49,14,43.14,,,,,
6,34,42.48,,,,,
34,3,44.3,,,,,
25,15,46.13,,,,,
85,30,44.41,,,,,
70,26,42.69,,,,,
26,9,43.36,,,,,
35,33,44.04,,,,,
33,22,44.88,,,,,
73,27,45.73,,,,,
7,20,46.58,,,,,
27,33,47.42,,,,,
7,32,48.26,,,,,
75,2,49.11,,,,,
76,22,49.22,,,,,
43,16,49.33,,,,,
35,30,50.32,,,,,
75,12,51.32,,,,,
48,29,50.83,,,,,
7,37,50.34,,,,,
86,36,52.89,,,,,
43,19,55.43,,,,,
50,20,55.89,,,,,
14,7,56.34,,,,,
2,3,57.72,,,,,
39,24,59.1,,,,,
47,5,60.47,,,,,
32,34,61.85,,,,,
43,25,60.53,,,,,
77,17,59.21,,,,,
74,2,58.76,,,,,
65,40,58.31,,,,,
37,6,58.04,,,,,
73,13,57.76,,,,,
78,14,58.21,,,,,
52,11,58.66,,,,,
21,22,59.2,,,,,
67,18,59.74,,,,,
28,21,61.17,,,,,
26,10,62.59,,,,,
50,23,63.03,,,,,
82,34,63.47,,,,,
